description,category_id,category_name,skill_name,level
Cần buổi thực hành trang trí bánh kem nâng cao hơn một chút so với người mới.,10,Nấu ăn,trang trí bánh kem,Trung bình
"Đã tự học Jenkins CI/CD một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",1,Lập trình phần mềm,Jenkins CI/CD,Trung bình
Cần người giỏi Gọi vốn khởi nghiệp (Pitching) hỗ trợ giải quyết vấn đề khó trong công việc.,6,Marketing & Kinh doanh,Gọi vốn khởi nghiệp (Pitching),Nâng cao
"Mình đã có nền tảng Trumpet khá tốt, muốn học chuyên sâu hơn.",7,Âm nhạc,Trumpet,Nâng cao
Muốn tìm người dạy Guitar Điện (Electric) 1 kèm 1 online hoặc offline đều được.,8,Nghệ thuật,Guitar Điện (Electric),Không xác định
Cần lộ trình học Đàm phán & thương lượng cơ bản trong 1-2 tháng.,6,Marketing & Kinh doanh,Đàm phán & thương lượng,Cơ bản
"Mình mất gốc hoàn toàn, muốn tìm người kèm Tiếng Tây Ban Nha từ con số 0.",3,Ngoại ngữ,Tiếng Tây Ban Nha,Cơ bản
Muốn được đào tạo chuyên sâu Thiết kế ấn phẩm in để làm freelance/đi làm chính thức.,4,Thiết kế đồ họa,Thiết kế ấn phẩm in,Nâng cao
"Đang tìm mentor C++ cơ bản, thời gian học có thể thương lượng.",1,Lập trình phần mềm,C++ cơ bản,Không xác định
Cần người hướng dẫn Nhiếp ảnh sản phẩm cơ bản cho người chưa có nền tảng.,8,Nghệ thuật,Nhiếp ảnh sản phẩm,Cơ bản
Cần chuyên gia Vẽ Sơn dầu hướng dẫn làm dự án thực tế.,8,Nghệ thuật,Vẽ Sơn dầu,Nâng cao
Cần người review lại các lỗi cơ bản khi làm Tiếng Ý.,3,Ngoại ngữ,Tiếng Ý,Trung bình
Đang cần người có kinh nghiệm lâu năm về React Native để review công việc thực tế.,1,Lập trình phần mềm,React Native,Nâng cao
Đang cần người có kinh nghiệm lâu năm về Django để review công việc thực tế.,1,Lập trình phần mềm,Django,Nâng cao
"Tìm người có kinh nghiệm về Golf để trao đổi, học hỏi.",11,Thể thao,Golf,Không xác định
Cần người giỏi Prompt Engineering hỗ trợ giải quyết vấn đề khó trong công việc.,2,AI & Data Science,Prompt Engineering,Nâng cao
Cần lộ trình học Guitar Classic cơ bản trong 1-2 tháng.,7,Âm nhạc,Guitar Classic,Cơ bản
"Đang tìm mentor UI cho ứng dụng di động, thời gian học có thể thương lượng.",5,UI/UX,UI cho ứng dụng di động,Không xác định
"Mình mới tìm hiểu Django, cần người kèm cặp cơ bản.",1,Lập trình phần mềm,Django,Cơ bản
Muốn nâng cao kỹ năng Excel nâng cao (VBA) lên mức chuyên nghiệp.,2,AI & Data Science,Excel nâng cao (VBA),Nâng cao
"Mình mất gốc hoàn toàn, muốn tìm người kèm Thiết kế Dashboard từ con số 0.",5,UI/UX,Thiết kế Dashboard,Cơ bản
Cần lộ trình học làm đồ ăn vặt cơ bản trong 1-2 tháng.,8,Nghệ thuật,làm đồ ăn vặt,Cơ bản
Cần chuyên gia Django hướng dẫn làm dự án thực tế.,1,Lập trình phần mềm,Django,Nâng cao
Cần tư vấn chuyên sâu về Thanh nhạc (hát) cho một dự án cụ thể đang làm.,7,Âm nhạc,Thanh nhạc (hát),Nâng cao
Cần người hướng dẫn Luyện thi chứng chỉ tin học văn phòng cơ bản cho người chưa có nền tảng.,12,Gia sư & Học tập,Luyện thi chứng chỉ tin học văn phòng,Cơ bản
Cần lộ trình học Boxing/Kickboxing cơ bản trong 1-2 tháng.,11,Thể thao,Boxing/Kickboxing,Cơ bản
"Ai có thể giúp mình về TypeScript không, cảm ơn nhiều.",1,Lập trình phần mềm,TypeScript,Không xác định
"Tìm gia sư dạy Redis cấp độ vỡ lòng, học chậm cũng được.",1,Lập trình phần mềm,Redis,Cơ bản
"Đã tự học Tiếng Tây Ban Nha một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",3,Ngoại ngữ,Tiếng Tây Ban Nha,Trung bình
"Tìm người có kinh nghiệm về Sinh Học phổ thông để trao đổi, học hỏi.",12,Gia sư & Học tập,Sinh Học phổ thông,Không xác định
"Mình chưa biết gì về Tiếng Việt cho người nước ngoài, ai có thể hướng dẫn từng bước không?",3,Ngoại ngữ,Tiếng Việt cho người nước ngoài,Cơ bản
"Có ai rảnh dạy MLOps không, mình cần gấp trong tuần này.",2,AI & Data Science,MLOps,Không xác định
Cần lộ trình học Xây dựng thương hiệu cá nhân (Personal Branding) cơ bản trong 1-2 tháng.,6,Marketing & Kinh doanh,Xây dựng thương hiệu cá nhân (Personal Branding),Cơ bản
Cần chuyên gia Quản lý dự án (Project Management) hướng dẫn làm dự án thực tế.,6,Marketing & Kinh doanh,Quản lý dự án (Project Management),Nâng cao
Tìm người có thể thử thách và nâng trình User Journey Mapping của mình lên tầm cao mới.,5,UI/UX,User Journey Mapping,Nâng cao
Đang cần người có kinh nghiệm lâu năm về Computer Vision để review công việc thực tế.,2,AI & Data Science,Computer Vision,Nâng cao
Cần buổi thực hành Toán Tiểu học nâng cao hơn một chút so với người mới.,12,Gia sư & Học tập,Toán Tiểu học,Trung bình
"Mình mất gốc hoàn toàn, muốn tìm người kèm ReactJS từ con số 0.",1,Lập trình phần mềm,ReactJS,Cơ bản
Tìm mentor Nginx & Server trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,1,Lập trình phần mềm,Nginx & Server,Nâng cao
"Tìm người có kinh nghiệm về bơi lội cho trẻ em để trao đổi, học hỏi.",11,Thể thao,bơi lội cho trẻ em,Không xác định
"Mình là học sinh mới, muốn được chỉ Xây kênh YouTube từ những khái niệm đầu tiên.",6,Marketing & Kinh doanh,Xây kênh YouTube,Cơ bản
Mình cần một người hướng dẫn Thiết kế Logo theo lịch linh hoạt.,4,Thiết kế đồ họa,Thiết kế Logo,Không xác định
"Tìm người dạy Portfolio UX cho người mới cho người tay ngang, chưa từng học qua.",5,UI/UX,Portfolio UX cho người mới,Cơ bản
"Tìm gia sư dạy Cấu trúc dữ liệu & giải thuật cấp độ vỡ lòng, học chậm cũng được.",1,Lập trình phần mềm,Cấu trúc dữ liệu & giải thuật,Cơ bản
"Mình biết MySQL ở mức cơ bản, muốn lên trình độ trung cấp.",1,Lập trình phần mềm,MySQL,Trung bình
"Mình mới tìm hiểu Kèm bài tập về nhà, cần người kèm cặp cơ bản.",12,Gia sư & Học tập,Kèm bài tập về nhà,Cơ bản
"Cần sửa quạt điện cho căn hộ chung cư, thợ quen khu vực càng tốt.",9,Sửa chữa,sửa quạt điện,Không xác định
Cần chuyên gia Pilates hướng dẫn làm dự án thực tế.,11,Thể thao,Pilates,Nâng cao
Bạn nào rành Lý thuyết âm nhạc chỉ giúp mình vài buổi nhập môn với.,7,Âm nhạc,Lý thuyết âm nhạc,Cơ bản
"Có ai rảnh dạy Linux Shell không, mình cần gấp trong tuần này.",1,Lập trình phần mềm,Linux Shell,Không xác định
Muốn nâng cao kỹ năng TOEIC lên mức chuyên nghiệp.,3,Ngoại ngữ,TOEIC,Nâng cao
Mình cần một người hướng dẫn bóng bàn (Ping Pong) theo lịch linh hoạt.,11,Thể thao,bóng bàn (Ping Pong),Không xác định
Cần đặt lịch học Hoạt hình 2D (Animation) vào cuối tuần.,8,Nghệ thuật,Hoạt hình 2D (Animation),Không xác định
"Tìm thợ sửa ống nước chuyên nghiệp, có bảo hành sau khi sửa.",9,Sửa chữa,sửa ống nước,Không xác định
Đang cần người có kinh nghiệm lâu năm về C++ nâng cao để review công việc thực tế.,1,Lập trình phần mềm,C++ nâng cao,Nâng cao
Cần chuyên gia Nginx & Server hướng dẫn làm dự án thực tế.,1,Lập trình phần mềm,Nginx & Server,Nâng cao
"Tìm người hỗ trợ Tiếng Trung HSK3 theo buổi, không cần cam kết dài hạn.",3,Ngoại ngữ,Tiếng Trung HSK3,Không xác định
Cần lộ trình học Vẽ chì cơ bản cơ bản trong 1-2 tháng.,8,Nghệ thuật,Vẽ chì cơ bản,Cơ bản
Cần tìm người hỗ trợ về Tiếng Trung HSK3.,3,Ngoại ngữ,Tiếng Trung HSK3,Không xác định
Cần người giỏi bóng chuyền hỗ trợ giải quyết vấn đề khó trong công việc.,11,Thể thao,bóng chuyền,Nâng cao
"Tìm người có kinh nghiệm về Recommendation System để trao đổi, học hỏi.",2,AI & Data Science,Recommendation System,Không xác định
Cần tìm người hỗ trợ về Hóa Học phổ thông.,12,Gia sư & Học tập,Hóa Học phổ thông,Không xác định
"Ai có thể giúp mình về Xây dựng thương hiệu cá nhân (Personal Branding) không, cảm ơn nhiều.",6,Marketing & Kinh doanh,Xây dựng thương hiệu cá nhân (Personal Branding),Không xác định
Cần một buổi học Tiếng Nhật N3 dành cho người mới bắt đầu.,3,Ngoại ngữ,Tiếng Nhật N3,Cơ bản
Cần chuyên gia Chiến lược thương hiệu hướng dẫn làm dự án thực tế.,6,Marketing & Kinh doanh,Chiến lược thương hiệu,Nâng cao
"Muốn học thử Thiết kế banner quảng cáo một buổi xem có hợp không, trình độ mới toanh.",4,Thiết kế đồ họa,Thiết kế banner quảng cáo,Cơ bản
"Tìm người có kinh nghiệm về REST API để trao đổi, học hỏi.",1,Lập trình phần mềm,REST API,Không xác định
Cần người giỏi Boxing/Kickboxing hỗ trợ giải quyết vấn đề khó trong công việc.,11,Thể thao,Boxing/Kickboxing,Nâng cao
"Mình học Docker được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",1,Lập trình phần mềm,Docker,Trung bình
"Mình đã biết chút ít về Tiếng Nhật N1, muốn học thêm để vững hơn.",3,Ngoại ngữ,Tiếng Nhật N1,Trung bình
"Đã tự học bơi lội một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",11,Thể thao,bơi lội,Trung bình
Tìm mentor bóng chuyền trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,11,Thể thao,bóng chuyền,Nâng cao
"Đang tìm mentor chạy bộ (Running), thời gian học có thể thương lượng.",11,Thể thao,chạy bộ (Running),Không xác định
"Muốn học thử Adobe XD một buổi xem có hợp không, trình độ mới toanh.",5,UI/UX,Adobe XD,Cơ bản
"Ai có thể giúp mình về Guitar Điện (Electric) không, cảm ơn nhiều.",7,Âm nhạc,Guitar Điện (Electric),Không xác định
Muốn được đào tạo chuyên sâu Thư pháp để làm freelance/đi làm chính thức.,8,Nghệ thuật,Thư pháp,Nâng cao
Tìm người có thể thử thách và nâng trình nấu món Thái của mình lên tầm cao mới.,10,Nấu ăn,nấu món Thái,Nâng cao
"Mình là học sinh mới, muốn được chỉ Tiếng Việt cho người nước ngoài từ những khái niệm đầu tiên.",3,Ngoại ngữ,Tiếng Việt cho người nước ngoài,Cơ bản
Cần người giỏi Tiếng Trung giao tiếp hỗ trợ giải quyết vấn đề khó trong công việc.,3,Ngoại ngữ,Tiếng Trung giao tiếp,Nâng cao
"Mình muốn học các kỹ thuật nâng cao trong Thanh nhạc cho trẻ em, không cần dạy lại cơ bản.",7,Âm nhạc,Thanh nhạc cho trẻ em,Nâng cao
"Mình chưa biết gì về After Effects (Motion Graphics), ai có thể hướng dẫn từng bước không?",4,Thiết kế đồ họa,After Effects (Motion Graphics),Cơ bản
"Mình mới tìm hiểu Quản trị nhân sự cơ bản, cần người kèm cặp cơ bản.",6,Marketing & Kinh doanh,Quản trị nhân sự cơ bản,Cơ bản
"Tìm người dạy pha chế đồ uống (Bartender) cho người tay ngang, chưa từng học qua.",10,Nấu ăn,pha chế đồ uống (Bartender),Cơ bản
Cần tư vấn chuyên sâu về Livestream bán hàng cho một dự án cụ thể đang làm.,6,Marketing & Kinh doanh,Livestream bán hàng,Nâng cao
"Đang tìm mentor Feature Engineering, thời gian học có thể thương lượng.",2,AI & Data Science,Feature Engineering,Không xác định
Cần tư vấn chuyên sâu về Tiếng Việt cho người nước ngoài cho một dự án cụ thể đang làm.,3,Ngoại ngữ,Tiếng Việt cho người nước ngoài,Nâng cao
"Muốn học thử Tiếng Ý một buổi xem có hợp không, trình độ mới toanh.",3,Ngoại ngữ,Tiếng Ý,Cơ bản
Tìm người có thể thử thách và nâng trình Vector Database của mình lên tầm cao mới.,2,AI & Data Science,Vector Database,Nâng cao
Tìm người luyện tập cùng để cải thiện Tiếng Ý ở mức khá.,3,Ngoại ngữ,Tiếng Ý,Trung bình
Cần người giỏi Pilates hỗ trợ giải quyết vấn đề khó trong công việc.,11,Thể thao,Pilates,Nâng cao
Mình cần một người hướng dẫn Tiếng Hàn giao tiếp theo lịch linh hoạt.,3,Ngoại ngữ,Tiếng Hàn giao tiếp,Không xác định
Bạn nào rành Phát âm tiếng Anh chỉ giúp mình vài buổi nhập môn với.,3,Ngoại ngữ,Phát âm tiếng Anh,Cơ bản
Cần người review lại các lỗi cơ bản khi làm Kèm bài tập về nhà.,12,Gia sư & Học tập,Kèm bài tập về nhà,Trung bình
"Đang tìm mentor Tài chính cá nhân, thời gian học có thể thương lượng.",6,Marketing & Kinh doanh,Tài chính cá nhân,Không xác định
"Đã tự học chạy bộ (Running) một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",11,Thể thao,chạy bộ (Running),Trung bình
Cần người hướng dẫn Tiếng Trung HSK1 cơ bản cho người chưa có nền tảng.,3,Ngoại ngữ,Tiếng Trung HSK1,Cơ bản
Có thợ nào lắp đặt thiết bị điện thông minh rảnh trong tuần này không ạ.,9,Sửa chữa,lắp đặt thiết bị điện thông minh,Không xác định
Cần người hướng dẫn Tiếng Việt Tiểu học cơ bản cho người chưa có nền tảng.,12,Gia sư & Học tập,Tiếng Việt Tiểu học,Cơ bản
"Muốn học thử Harmonica (Kèn harmonica) một buổi xem có hợp không, trình độ mới toanh.",7,Âm nhạc,Harmonica (Kèn harmonica),Cơ bản
"Mình đã có nền tảng Thiết kế bao bì khá tốt, muốn học chuyên sâu hơn.",4,Thiết kế đồ họa,Thiết kế bao bì,Nâng cao
"Tìm người hỗ trợ Lý thuyết âm nhạc theo buổi, không cần cam kết dài hạn.",7,Âm nhạc,Lý thuyết âm nhạc,Không xác định
Cần người ôn lại và củng cố kiến thức Copywriting ở mức trung bình.,6,Marketing & Kinh doanh,Copywriting,Trung bình
Cần chuyên gia Tableau hướng dẫn làm dự án thực tế.,2,AI & Data Science,Tableau,Nâng cao
Cần người review lại các lỗi cơ bản khi làm Tiếng Bồ Đào Nha.,3,Ngoại ngữ,Tiếng Bồ Đào Nha,Trung bình
"Mình cần trao đổi trực tiếp về Thiết kế Card visit, ai có kinh nghiệm inbox giúp mình.",4,Thiết kế đồ họa,Thiết kế Card visit,Không xác định
"Mình cần trao đổi trực tiếp về Trumpet, ai có kinh nghiệm inbox giúp mình.",7,Âm nhạc,Trumpet,Không xác định
Đang cần người có kinh nghiệm lâu năm về Xây dựng thương hiệu cá nhân (Personal Branding) để review công việc thực tế.,6,Marketing & Kinh doanh,Xây dựng thương hiệu cá nhân (Personal Branding),Nâng cao
"Muốn trao đổi, thực hành Toán lớp 6-9 cùng người có kinh nghiệm hơn một chút.",12,Gia sư & Học tập,Toán lớp 6-9,Trung bình
Cần tư vấn chuyên sâu về Luyện thi THPT Quốc gia cho một dự án cụ thể đang làm.,12,Gia sư & Học tập,Luyện thi THPT Quốc gia,Nâng cao
"Ai có thể giúp mình về Feature Engineering không, cảm ơn nhiều.",2,AI & Data Science,Feature Engineering,Không xác định
"Đã tự học Trống Drum Kit một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",7,Âm nhạc,Trống Drum Kit,Trung bình
"Đang tìm mentor Nginx & Server, thời gian học có thể thương lượng.",1,Lập trình phần mềm,Nginx & Server,Không xác định
Muốn nâng cao kỹ năng Hóa Học phổ thông lên mức chuyên nghiệp.,12,Gia sư & Học tập,Hóa Học phổ thông,Nâng cao
"Tìm người hỗ trợ Xây kênh TikTok theo buổi, không cần cam kết dài hạn.",6,Marketing & Kinh doanh,Xây kênh TikTok,Không xác định
"Mình đã có nền tảng Làm đồ handmade trang trí khá tốt, muốn học chuyên sâu hơn.",8,Nghệ thuật,Làm đồ handmade trang trí,Nâng cao
"Mình đã biết chút ít về đạp xe, muốn học thêm để vững hơn.",11,Thể thao,đạp xe,Trung bình
"Tìm gia sư dạy Thiết kế Landing Page cấp độ vỡ lòng, học chậm cũng được.",5,UI/UX,Thiết kế Landing Page,Cơ bản
"Mình đã có nền tảng A/B Testing khá tốt, muốn học chuyên sâu hơn.",2,AI & Data Science,A/B Testing,Nâng cao
"Tìm gia sư dạy Portfolio UX cho người mới cấp độ vỡ lòng, học chậm cũng được.",5,UI/UX,Portfolio UX cho người mới,Cơ bản
"Tìm gia sư dạy PyTorch cấp độ vỡ lòng, học chậm cũng được.",2,AI & Data Science,PyTorch,Cơ bản
"Muốn thực hành thêm Thiết kế Dashboard vì đang ở trình độ trung bình, hay bị vướng.",5,UI/UX,Thiết kế Dashboard,Trung bình
Cần tìm người hỗ trợ về Địa Lý.,12,Gia sư & Học tập,Địa Lý,Không xác định
Cần một buổi học Chiến lược thương hiệu dành cho người mới bắt đầu.,6,Marketing & Kinh doanh,Chiến lược thương hiệu,Cơ bản
Cần người review lại các lỗi cơ bản khi làm NodeJS.,1,Lập trình phần mềm,NodeJS,Trung bình
"Mình học Reinforcement Learning được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",2,AI & Data Science,Reinforcement Learning,Trung bình
"Đang tìm mentor C++ nâng cao, thời gian học có thể thương lượng.",1,Lập trình phần mềm,C++ nâng cao,Không xác định
"Đã tự học Thư pháp một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",8,Nghệ thuật,Thư pháp,Trung bình
Cần người ôn lại và củng cố kiến thức Golang ở mức trung bình.,1,Lập trình phần mềm,Golang,Trung bình
"Mình biết TOEIC ở mức cơ bản, muốn lên trình độ trung cấp.",7,Âm nhạc,TOEIC,Trung bình
"Mình muốn học các kỹ thuật nâng cao trong Deep Learning, không cần dạy lại cơ bản.",2,AI & Data Science,Deep Learning,Nâng cao
Cần một buổi học Yoga dành cho người mới bắt đầu.,11,Thể thao,Yoga,Cơ bản
"Đã tự học khiêu vũ thể thao (Dance Sport) một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",11,Thể thao,khiêu vũ thể thao (Dance Sport),Trung bình
Có thợ nào sửa khóa cửa rảnh trong tuần này không ạ.,9,Sửa chữa,sửa khóa cửa,Không xác định
"Muốn trao đổi, thực hành Trumpet cùng người có kinh nghiệm hơn một chút.",7,Âm nhạc,Trumpet,Trung bình
"Muốn trao đổi, thực hành Power BI cùng người có kinh nghiệm hơn một chút.",2,AI & Data Science,Power BI,Trung bình
"Mình học Quản trị nhân sự cơ bản được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",6,Marketing & Kinh doanh,Quản trị nhân sự cơ bản,Trung bình
Cần người giỏi Kỹ năng thuyết trình cho học sinh hỗ trợ giải quyết vấn đề khó trong công việc.,12,Gia sư & Học tập,Kỹ năng thuyết trình cho học sinh,Nâng cao
Cần người hướng dẫn bơi lội cho trẻ em cơ bản cho người chưa có nền tảng.,11,Thể thao,bơi lội cho trẻ em,Cơ bản
Cần buổi thực hành Luyện thi vào lớp 10 nâng cao hơn một chút so với người mới.,12,Gia sư & Học tập,Luyện thi vào lớp 10,Trung bình
Cần người ôn lại và củng cố kiến thức Nhiếp ảnh cơ bản ở mức trung bình.,8,Nghệ thuật,Nhiếp ảnh cơ bản,Trung bình
"Mình muốn học các kỹ thuật nâng cao trong Nhiếp ảnh cơ bản, không cần dạy lại cơ bản.",8,Nghệ thuật,Nhiếp ảnh cơ bản,Nâng cao
Muốn nâng cao kỹ năng Tiếng Trung HSK1 lên mức chuyên nghiệp.,5,UI/UX,Tiếng Trung HSK1,Nâng cao
Cần người hướng dẫn Quản lý dự án (Project Management) cơ bản cho người chưa có nền tảng.,6,Marketing & Kinh doanh,Quản lý dự án (Project Management),Cơ bản
Mình cần một người hướng dẫn Nặn tượng nhỏ (Miniature) theo lịch linh hoạt.,8,Nghệ thuật,Nặn tượng nhỏ (Miniature),Không xác định
"Mình muốn học các kỹ thuật nâng cao trong nấu món Ấn Độ, không cần dạy lại cơ bản.",10,Nấu ăn,nấu món Ấn Độ,Nâng cao
"Tìm thợ sửa khóa cửa có thể qua liền, xin cảm ơn.",9,Sửa chữa,sửa khóa cửa,Khẩn cấp
"Mình mất gốc hoàn toàn, muốn tìm người kèm Luyện phát âm chuẩn giọng Mỹ từ con số 0.",3,Ngoại ngữ,Luyện phát âm chuẩn giọng Mỹ,Cơ bản
Muốn được đào tạo chuyên sâu Chỉnh sửa video (Premiere) để làm freelance/đi làm chính thức.,8,Nghệ thuật,Chỉnh sửa video (Premiere),Nâng cao
"Mình biết Micro-interaction Design ở mức cơ bản, muốn lên trình độ trung cấp.",5,UI/UX,Micro-interaction Design,Trung bình
Cần tư vấn chuyên sâu về C++ nâng cao cho một dự án cụ thể đang làm.,1,Lập trình phần mềm,C++ nâng cao,Nâng cao
"Tìm người dạy Nhận diện thương hiệu (Branding) cho người tay ngang, chưa từng học qua.",4,Thiết kế đồ họa,Nhận diện thương hiệu (Branding),Cơ bản
Muốn được đào tạo chuyên sâu Procreate (iPad) để làm freelance/đi làm chính thức.,4,Thiết kế đồ họa,Procreate (iPad),Nâng cao
"Mình biết iOS (Swift) ở mức cơ bản, muốn lên trình độ trung cấp.",1,Lập trình phần mềm,iOS (Swift),Trung bình
Cần lộ trình học Quản lý dự án (Project Management) cơ bản trong 1-2 tháng.,6,Marketing & Kinh doanh,Quản lý dự án (Project Management),Cơ bản
Muốn tìm người dạy Tiếng Ý 1 kèm 1 online hoặc offline đều được.,3,Ngoại ngữ,Tiếng Ý,Không xác định
Muốn nâng cao kỹ năng Vẽ chì cơ bản lên mức chuyên nghiệp.,8,Nghệ thuật,Vẽ chì cơ bản,Nâng cao
"Tìm gia sư dạy Xuất nhập khẩu cơ bản cấp độ vỡ lòng, học chậm cũng được.",6,Marketing & Kinh doanh,Xuất nhập khẩu cơ bản,Cơ bản
"Mình muốn học các kỹ thuật nâng cao trong Lý thuyết âm nhạc, không cần dạy lại cơ bản.",7,Âm nhạc,Lý thuyết âm nhạc,Nâng cao
Mình cần một người hướng dẫn Piano đệm hát theo lịch linh hoạt.,7,Âm nhạc,Piano đệm hát,Không xác định
"Ai có thể giúp mình về Piano không, cảm ơn nhiều.",7,Âm nhạc,Piano,Không xác định
Muốn nâng cao kỹ năng Toán lớp 6-9 lên mức chuyên nghiệp.,12,Gia sư & Học tập,Toán lớp 6-9,Nâng cao
Đang cần người có kinh nghiệm lâu năm về Vẽ chân dung bằng chì để review công việc thực tế.,8,Nghệ thuật,Vẽ chân dung bằng chì,Nâng cao
Tìm người có thể thử thách và nâng trình Tiếng Ý của mình lên tầm cao mới.,6,Marketing & Kinh doanh,Tiếng Ý,Nâng cao
"Cần thợ sửa máy lạnh/điều hòa tới ngay trong hôm nay, việc khá gấp.",9,Sửa chữa,sửa máy lạnh/điều hòa,Khẩn cấp
"Mình đã biết chút ít về Thiết kế Design System, muốn học thêm để vững hơn.",5,UI/UX,Thiết kế Design System,Trung bình
"Mình mất gốc hoàn toàn, muốn tìm người kèm Luyện thi THPT Quốc gia từ con số 0.",12,Gia sư & Học tập,Luyện thi THPT Quốc gia,Cơ bản
Cần lộ trình học Illustrator cơ bản trong 1-2 tháng.,3,Ngoại ngữ,Illustrator,Cơ bản
Mình cần sửa điện dân dụng nhưng chưa xác định được lỗi chính xác.,9,Sửa chữa,sửa điện dân dụng,Không xác định
Muốn tìm người dạy Canva chuyên nghiệp 1 kèm 1 online hoặc offline đều được.,4,Thiết kế đồ họa,Canva chuyên nghiệp,Không xác định
"Tìm gia sư dạy chạy bộ (Running) cấp độ vỡ lòng, học chậm cũng được.",11,Thể thao,chạy bộ (Running),Cơ bản
"Muốn học thử Trống Cajon một buổi xem có hợp không, trình độ mới toanh.",7,Âm nhạc,Trống Cajon,Cơ bản
Tìm người có thể thử thách và nâng trình Địa Lý của mình lên tầm cao mới.,12,Gia sư & Học tập,Địa Lý,Nâng cao
"Muốn học thử TensorFlow một buổi xem có hợp không, trình độ mới toanh.",2,AI & Data Science,TensorFlow,Cơ bản
"Mình là học sinh mới, muốn được chỉ Quản lý fanpage từ những khái niệm đầu tiên.",6,Marketing & Kinh doanh,Quản lý fanpage,Cơ bản
Muốn nâng cao kỹ năng Trống Drum Kit lên mức chuyên nghiệp.,7,Âm nhạc,Trống Drum Kit,Nâng cao
"Có ai rảnh dạy Xây kênh YouTube không, mình cần gấp trong tuần này.",6,Marketing & Kinh doanh,Xây kênh YouTube,Không xác định
"Mình cần trao đổi trực tiếp về trang trí tiệc/set bàn ăn, ai có kinh nghiệm inbox giúp mình.",10,Nấu ăn,trang trí tiệc/set bàn ăn,Không xác định
Cần buổi thực hành Nginx & Server nâng cao hơn một chút so với người mới.,1,Lập trình phần mềm,Nginx & Server,Trung bình
"Mình mới tìm hiểu FastAPI, cần người kèm cặp cơ bản.",1,Lập trình phần mềm,FastAPI,Cơ bản
"Mình chưa biết gì về chạy bộ (Running), ai có thể hướng dẫn từng bước không?",11,Thể thao,chạy bộ (Running),Cơ bản
"Muốn thực hành thêm trượt ván (Skateboarding) vì đang ở trình độ trung bình, hay bị vướng.",11,Thể thao,trượt ván (Skateboarding),Trung bình
"Tìm gia sư dạy Guitar Đệm hát cấp độ vỡ lòng, học chậm cũng được.",7,Âm nhạc,Guitar Đệm hát,Cơ bản
Muốn nâng cao kỹ năng Usability Testing lên mức chuyên nghiệp.,5,UI/UX,Usability Testing,Nâng cao
Đang cần người có kinh nghiệm lâu năm về Piano đệm hát để review công việc thực tế.,7,Âm nhạc,Piano đệm hát,Nâng cao
Cần người hướng dẫn nấu món chiên/nướng BBQ cơ bản cho người chưa có nền tảng.,10,Nấu ăn,nấu món chiên/nướng BBQ,Cơ bản
"Mình muốn học các kỹ thuật nâng cao trong MLOps, không cần dạy lại cơ bản.",2,AI & Data Science,MLOps,Nâng cao
"Mình là học sinh mới, muốn được chỉ Machine Learning từ những khái niệm đầu tiên.",2,AI & Data Science,Machine Learning,Cơ bản
Tìm mentor Thiết kế nội thất 3D (SketchUp) trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,4,Thiết kế đồ họa,Thiết kế nội thất 3D (SketchUp),Nâng cao
Đang cần người có kinh nghiệm lâu năm về DJ cơ bản để review công việc thực tế.,7,Âm nhạc,DJ cơ bản,Nâng cao
"Mình là học sinh mới, muốn được chỉ Thiết kế nhân vật (Character Design) từ những khái niệm đầu tiên.",4,Thiết kế đồ họa,Thiết kế nhân vật (Character Design),Cơ bản
Muốn nâng cao kỹ năng Thiết kế Menu quán ăn lên mức chuyên nghiệp.,4,Thiết kế đồ họa,Thiết kế Menu quán ăn,Nâng cao
"Mình muốn học các kỹ thuật nâng cao trong Thiết kế Design System, không cần dạy lại cơ bản.",5,UI/UX,Thiết kế Design System,Nâng cao
"Tìm người có kinh nghiệm về Kèm bài tập về nhà để trao đổi, học hỏi.",12,Gia sư & Học tập,Kèm bài tập về nhà,Không xác định
"Đang loay hoay không biết bắt đầu Web3 từ đâu, mong được hỗ trợ.",1,Lập trình phần mềm,Web3,Cơ bản
"Đã tự học Blazor một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",1,Lập trình phần mềm,Blazor,Trung bình
"Muốn thực hành thêm Làm đồ handmade trang trí vì đang ở trình độ trung bình, hay bị vướng.",8,Nghệ thuật,Làm đồ handmade trang trí,Trung bình
Muốn nâng cao kỹ năng leo núi/trekking lên mức chuyên nghiệp.,11,Thể thao,leo núi/trekking,Nâng cao
"Muốn học thử Tiếng Pháp một buổi xem có hợp không, trình độ mới toanh.",3,Ngoại ngữ,Tiếng Pháp,Cơ bản
